,_id,played,date,team1,team2,team1_goals,team2_goals,player1_id,player1_score,player1_goals,player1_assists,player1_shots,player1_saves,player2_id,player2_score,player2_goals,player2_assists,player2_shots,player2_saves,player3_id,player3_score,player3_goals,player3_assists,player3_shots,player3_saves,player4_id,player4_score,player4_goals,player4_assists,player4_shots,player4_saves,player5_id,player5_score,player5_goals,player5_assists,player5_shots,player5_saves,player6_id,player6_score,player6_goals,player6_assists,player6_shots,player6_saves
0,a7fb4ed2d2eb45fcbdc8c2d917284f69,1,2021-07-16 10:30:00,"{'name': 'Blue Team', 'who': ['captain', 'player2', 'player3']}","{'name': 'Orange Team', 'who': ['captain', 'player2', 'player3']}",3,4,295678585182617610,244,1,0,3,0,519925537058193443,388,0,2,1,2,180006937612517376,399,2,0,2,1,335753136302194688,436,1,1,3,1,639832596330709051,568,3,0,3,1,629938481539579923,395,0,2,2,1
